"Institute","Academic Program Name","Quota","Seat Type","Gender","Opening Rank","Closing Rank"
"National Institute of Technology, Rourkela","Ceramic Engineering and M.Tech Industrial Ceramic (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","OPEN","Gender-Neutral","35651","37595"
"National Institute of Technology, Rourkela","Ceramic Engineering and M.Tech Industrial Ceramic (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","OPEN","Female-only (including Supernumerary)","46576","46576"
"National Institute of Technology, Rourkela","Chemical Engineering (4 Years, Bachelor of Technology)","HS","OPEN","Gender-Neutral","21318","25680"
"National Institute of Technology, Rourkela","Chemical Engineering (4 Years, Bachelor of Technology)","HS","OPEN","Female-only (including Supernumerary)","27016","34542"
"National Institute of Technology, Rourkela","Chemical Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Gender-Neutral","14828","18195"
"National Institute of Technology, Rourkela","Chemical Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Female-only (including Supernumerary)","23728","25460"
"National Institute of Technology, Rourkela","Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","HS","OPEN","Gender-Neutral","29533","34918"
"National Institute of Technology, Rourkela","Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","OPEN","Gender-Neutral","18315","20080"
"National Institute of Technology, Rourkela","Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","OPEN","Female-only (including Supernumerary)","26005","26005"
"National Institute of Technology, Rourkela","Chemistry (5 Years, Integrated Master of Science)","HS","OPEN","Gender-Neutral","46747","51571"
"National Institute of Technology, Rourkela","Chemistry (5 Years, Integrated Master of Science)","HS","OPEN","Female-only (including Supernumerary)","60785","60785"
"National Institute of Technology, Rourkela","Chemistry (5 Years, Integrated Master of Science)","OS","OPEN","Gender-Neutral","27009","37555"
"National Institute of Technology, Rourkela","Chemistry (5 Years, Integrated Master of Science)","OS","OPEN","Female-only (including Supernumerary)","38612","38612"
"National Institute of Technology, Rourkela","Civil Engineering (4 Years, Bachelor of Technology)","HS","OPEN","Gender-Neutral","16134","30577"
"National Institute of Technology, Rourkela","Civil Engineering (4 Years, Bachelor of Technology)","HS","OPEN","Female-only (including Supernumerary)","30250","40247"
"National Institute of Technology, Rourkela","Civil Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Gender-Neutral","19238","23632"
"National Institute of Technology, Rourkela","Civil Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Female-only (including Supernumerary)","22189","32317"
"National Institute of Technology, Rourkela","Computer Science and Engineering (4 Years, Bachelor of Technology)","HS","OPEN","Gender-Neutral","1975","7292"
"National Institute of Technology, Rourkela","Computer Science and Engineering (4 Years, Bachelor of Technology)","HS","OPEN","Female-only (including Supernumerary)","4494","11082"
"National Institute of Technology, Rourkela","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Gender-Neutral","1728","3369"
"National Institute of Technology, Rourkela","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Female-only (including Supernumerary)","4153","5119"
"National Institute of Technology, Rourkela","Electrical Engineering (4 Years, Bachelor of Technology)","HS","OPEN","Gender-Neutral","9226","14445"
"National Institute of Technology, Rourkela","Electrical Engineering (4 Years, Bachelor of Technology)","HS","OPEN","Female-only (including Supernumerary)","17607","19559"
"National Institute of Technology, Rourkela","Electrical Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Gender-Neutral","6127","9854"
"National Institute of Technology, Rourkela","Electrical Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Female-only (including Supernumerary)","13824","16766"
"National Institute of Technology, Rourkela","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","HS","OPEN","Gender-Neutral","7724","9026"
"National Institute of Technology, Rourkela","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","HS","OPEN","Female-only (including Supernumerary)","11758","12758"
"National Institute of Technology, Rourkela","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Gender-Neutral","4801","5734"
"National Institute of Technology, Rourkela","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Female-only (including Supernumerary)","8842","10481"
"National Institute of Technology, Rourkela","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)","HS","OPEN","Gender-Neutral","9293","12171"
"National Institute of Technology, Rourkela","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)","HS","OPEN","Female-only (including Supernumerary)","17352","17465"
"National Institute of Technology, Rourkela","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Gender-Neutral","8187","11169"
"National Institute of Technology, Rourkela","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Female-only (including Supernumerary)","13805","15047"
"National Institute of Technology, Rourkela","Food Process Engineering (4 Years, Bachelor of Technology)","HS","OPEN","Gender-Neutral","43468","47895"
"National Institute of Technology, Rourkela","Food Process Engineering (4 Years, Bachelor of Technology)","HS","OPEN","Female-only (including Supernumerary)","49161","49161"
"National Institute of Technology, Rourkela","Food Process Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Gender-Neutral","10515","36934"
"National Institute of Technology, Rourkela","Food Process Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Female-only (including Supernumerary)","37844","39382"
"National Institute of Technology, Rourkela","Industrial Design (4 Years, Bachelor of Technology)","HS","OPEN","Gender-Neutral","33655","41232"
"National Institute of Technology, Rourkela","Industrial Design (4 Years, Bachelor of Technology)","HS","OPEN","Female-only (including Supernumerary)","37807","48799"
"National Institute of Technology, Rourkela","Industrial Design (4 Years, Bachelor of Technology)","OS","OPEN","Gender-Neutral","18370","29391"
"National Institute of Technology, Rourkela","Industrial Design (4 Years, Bachelor of Technology)","OS","OPEN","Female-only (including Supernumerary)","34193","37386"
"National Institute of Technology, Rourkela","Life Science (5 Years, Integrated Master of Science)","HS","OPEN","Gender-Neutral","52702","57253"
"National Institute of Technology, Rourkela","Life Science (5 Years, Integrated Master of Science)","HS","OPEN","Female-only (including Supernumerary)","69270","69270"
"National Institute of Technology, Rourkela","Life Science (5 Years, Integrated Master of Science)","OS","OPEN","Gender-Neutral","33689","40386"
"National Institute of Technology, Rourkela","Life Science (5 Years, Integrated Master of Science)","OS","OPEN","Female-only (including Supernumerary)","37601","37601"
"National Institute of Technology, Rourkela","Mathematics (5 Years, Integrated Master of Science)","HS","OPEN","Gender-Neutral","32833","44446"
"National Institute of Technology, Rourkela","Mathematics (5 Years, Integrated Master of Science)","HS","OPEN","Female-only (including Supernumerary)","54069","54069"
"National Institute of Technology, Rourkela","Mathematics (5 Years, Integrated Master of Science)","OS","OPEN","Gender-Neutral","12538","23535"
"National Institute of Technology, Rourkela","Mathematics (5 Years, Integrated Master of Science)","OS","OPEN","Female-only (including Supernumerary)","29642","29642"
"National Institute of Technology, Rourkela","Mechanical Engineering (4 Years, Bachelor of Technology)","HS","OPEN","Gender-Neutral","12444","19961"
"National Institute of Technology, Rourkela","Mechanical Engineering (4 Years, Bachelor of Technology)","HS","OPEN","Female-only (including Supernumerary)","20524","26463"
"National Institute of Technology, Rourkela","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Gender-Neutral","11964","14732"
"National Institute of Technology, Rourkela","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Female-only (including Supernumerary)","17440","20657"
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","HS","OPEN","Gender-Neutral","23139","32111"
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","HS","OPEN","Female-only (including Supernumerary)","27064","36032"
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Gender-Neutral","24289","26958"
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Female-only (including Supernumerary)","35628","35628"
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","HS","OPEN","Gender-Neutral","40087","43471"
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","OPEN","Gender-Neutral","29209","32143"
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","OPEN","Female-only (including Supernumerary)","40639","40639"
"National Institute of Technology, Rourkela","Mining Engineering (4 Years, Bachelor of Technology)","HS","OPEN","Gender-Neutral","15806","34245"
"National Institute of Technology, Rourkela","Mining Engineering (4 Years, Bachelor of Technology)","HS","OPEN","Female-only (including Supernumerary)","44535","44535"
"National Institute of Technology, Rourkela","Mining Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Gender-Neutral","27213","32490"
"National Institute of Technology, Rourkela","Mining Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Female-only (including Supernumerary)","39269","39269"
"National Institute of Technology, Rourkela","Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","HS","OPEN","Gender-Neutral","30669","45223"
"National Institute of Technology, Rourkela","Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","OPEN","Gender-Neutral","28094","35081"
"National Institute of Technology, Rourkela","Physics (5 Years, Integrated Master of Science)","HS","OPEN","Gender-Neutral","14271","40654"
"National Institute of Technology, Rourkela","Physics (5 Years, Integrated Master of Science)","HS","OPEN","Female-only (including Supernumerary)","42796","42796"
"National Institute of Technology, Rourkela","Physics (5 Years, Integrated Master of Science)","OS","OPEN","Gender-Neutral","10644","21421"
"National Institute of Technology, Rourkela","Physics (5 Years, Integrated Master of Science)","OS","OPEN","Female-only (including Supernumerary)","30695","30695"
"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology)","HS","OPEN","Gender-Neutral","19868","62165"
